Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
195,SSMI (DMSP 11),SSMI,DMSP 11,Microwave imagers,SSMI|DMSP 11,1992-01-30,1994-01-14,1992-D030,1994-D014,5140,5854,715,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,175; 179,134,134,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 11,DMSP 11 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
196,SSMI (DMSP 11),SSMI,DMSP 11,Microwave imagers,SSMI|DMSP 11,1994-01-15,1995-01-06,1994-D015,1995-D006,5855,6211,357,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,175; 179,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 11,DMSP 11 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
197,SSMI (DMSP 11),SSMI,DMSP 11,Microwave imagers,SSMI|DMSP 11,1995-01-07,1995-06-21,1995-D007,1995-D172,6212,6377,166,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,175; 179,135,135,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 11,DMSP 11 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
198,SSMI (DMSP 11),SSMI,DMSP 11,Microwave imagers,SSMI|DMSP 11,1995-06-22,2000-01-05,1995-D173,2000-D005,6378,8035,1658,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,175; 179,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 11,DMSP 11 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
199,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,1995-03-07,1995-06-08,1995-D066,1995-D159,6271,6364,94,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,176; 185,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
200,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,1995-06-09,2000-02-09,1995-D160,2000-D040,6365,8070,1706,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,176; 185,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
201,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2000-02-10,2000-02-10,2000-D041,2000-D041,8071,8071,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,176; 185; 186,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
202,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2000-02-11,2001-08-04,2000-D042,2001-D216,8072,8611,540,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,176; 186,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
203,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2001-08-05,2001-08-05,2001-D217,2001-D217,8612,8612,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,176; 186; 187,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
204,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2001-08-06,2001-11-20,2001-D218,2001-D324,8613,8719,107,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,176; 187,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
205,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2001-11-21,2001-11-21,2001-D325,2001-D325,8720,8720,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,176; 187; 188,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
206,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2001-11-22,2003-01-27,2001-D326,2003-D027,8721,9152,432,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,176; 188,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
207,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2003-01-28,2003-04-08,2003-D028,2003-D098,9153,9223,71,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,176,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
208,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2003-04-09,2008-12-28,2003-D099,2008-D362,9224,11312,2089,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,176; 189,132,132,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
209,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2008-12-29,2009-01-11,2008-D363,2009-D011,11313,11326,14,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,176; 189,132; 133,132; 133,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
210,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2009-01-12,2009-02-02,2009-D012,2009-D033,11327,11348,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,176; 189,133,133,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
211,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2009-02-03,2009-02-03,2009-D034,2009-D034,11349,11349,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick; blue_thick,blue_thick,blue_thick,blue,horizontal,176; 189; 190,133,133,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
212,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2009-02-04,2009-09-10,2009-D035,2009-D253,11350,11568,219,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,blue_thick,blue_thick,blue,horizontal,190,133,133,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
213,SSMI (DMSP 13),SSMI,DMSP 13,Microwave imagers,SSMI|DMSP 13,2009-09-11,2009-12-24,2009-D254,2009-D358,11569,11673,105,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,190,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 13,DMSP 13 SSMI All-sky; DMSP 13 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
214,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,1997-04-02,1997-06-05,1997-D092,1997-D156,7027,7091,65,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,177; 180,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
215,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,1997-06-06,2000-02-09,1997-D157,2000-D040,7092,8070,979,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,177; 180,131,131,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
216,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2000-02-10,2000-02-10,2000-D041,2000-D041,8071,8071,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick; blue_thin,blue_thick,blue_thick,blue,horizontal,177; 180; 181,131,131,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
217,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2000-02-11,2000-04-17,2000-D042,2000-D107,8072,8137,66,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,177; 181,131,131,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
218,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2000-04-18,2001-08-04,2000-D108,2001-D216,8138,8611,474,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,177; 181,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
219,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2001-08-05,2001-08-05,2001-D217,2001-D217,8612,8612,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,177; 181; 182,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
220,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2001-08-06,2001-11-20,2001-D218,2001-D324,8613,8719,107,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,177; 182,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
221,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2001-11-21,2001-11-21,2001-D325,2001-D325,8720,8720,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,177; 182; 183,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
222,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2001-11-22,2003-01-27,2001-D326,2003-D027,8721,9152,432,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,177; 183,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
223,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2003-01-28,2003-04-08,2003-D028,2003-D098,9153,9223,71,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,177,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
224,SSMI (DMSP 14),SSMI,DMSP 14,Microwave imagers,SSMI|DMSP 14,2003-04-09,2008-09-12,2003-D099,2008-D255,9224,11205,1982,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,177; 184,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 14,DMSP 14 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
225,SSMI (DMSP 15),SSMI,DMSP 15,Microwave imagers,SSMI|DMSP 15,1999-10-25,2000-01-04,1999-D298,2000-D004,7963,8034,72,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,191,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 15,DMSP 15 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
226,SSMI (DMSP 15),SSMI,DMSP 15,Microwave imagers,SSMI|DMSP 15,2000-01-05,2000-02-09,2000-D005,2000-D040,8035,8070,36,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,178; 191,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 15,DMSP 15 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
227,SSMI (DMSP 15),SSMI,DMSP 15,Microwave imagers,SSMI|DMSP 15,2000-02-10,2000-02-10,2000-D041,2000-D041,8071,8071,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,178; 191; 192,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 15,DMSP 15 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
228,SSMI (DMSP 15),SSMI,DMSP 15,Microwave imagers,SSMI|DMSP 15,2000-02-11,2000-04-04,2000-D042,2000-D094,8072,8124,53,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,178; 192,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 15,DMSP 15 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
